run,arm,objective,campaign,eval_tag,F,F_strict,F_tol2,tier,target,del_red_pct,TwrBsMyt_DEL_red_pct,RootMyc1_DEL_red_pct,speed_std_ratio,speed_mae_ratio_R3,energy_loss_pct,power_mse_red_pct,gen_speed_mse_red_pct,constraints_ok,note
tq_off_s0,guard,tower,torque,heldout_s3456_ckpt_best,11.764,11.764,11.764,strict,tower,11.764,11.764,5.501,0.959,0.958,0.261,8.009,8.007,True,pitch-only control arm = spec+guard main line
tq_off_s0,guard,tower,torque,heldout_s3456_ckpt_last,-469.478,-469.478,-429.478,degraded,tower,-10.125,-10.125,-2.918,1.23,1.21,0.567,-52.164,-52.171,False,pitch-only control arm = spec+guard main line
tq_off_s0,guard,tower,torque,migcheck_heldout,11.762,11.762,11.762,strict,tower,11.762,11.762,5.501,0.959,0.958,0.261,8.009,8.007,True,pitch-only control arm = spec+guard main line
tq_off_s0,guard,tower,torque,migcheck_ti14,11.64,11.64,11.64,strict,tower,11.64,11.64,6.3,0.944,0.928,0.339,10.51,10.545,True,pitch-only control arm = spec+guard main line
tq_off_s0,guard,tower,torque,robust_ti14,11.64,11.64,11.64,strict,tower,11.64,11.64,6.3,0.944,0.928,0.339,10.51,10.545,True,pitch-only control arm = spec+guard main line
tq_off_s0,guard,tower,torque,robust_ti22,14.47,14.47,14.47,strict,tower,14.47,14.47,1.697,0.923,0.925,0.336,-6.854,14.361,True,pitch-only control arm = spec+guard main line
tq_off_s0,guard,tower,torque,robust_u18,2.831,2.831,2.831,strict,tower,2.831,2.831,3.727,0.95,0.95,-0.002,9.733,9.734,True,pitch-only control arm = spec+guard main line
tq_off_s0,guard,tower,torque,win150_on600bank,10.963,10.963,10.963,strict,tower,10.963,10.963,4.346,0.954,0.951,0.179,8.678,8.693,True,pitch-only control arm = spec+guard main line
tq_off_s1,guard,tower,torque,heldout2_s78910,13.293,13.293,13.293,strict,tower,13.293,13.293,0.664,0.894,0.892,0.249,4.887,19.648,True,pitch-only control arm = spec+guard main line
tq_off_s1,guard,tower,torque,heldout600,16.003,16.003,16.003,strict,tower,16.003,16.003,2.563,0.915,0.915,0.265,16.168,16.18,True,pitch-only control arm = spec+guard main line
tq_off_s1,guard,tower,torque,heldout_s3456_ckpt_best,15.975,15.975,15.975,strict,tower,15.975,15.975,4.527,0.919,0.907,0.347,15.255,15.253,True,pitch-only control arm = spec+guard main line
tq_off_s1,guard,tower,torque,heldout_s3456_ckpt_last,13.598,13.598,13.598,strict,tower,13.598,13.598,5.637,0.969,0.943,0.449,5.824,5.822,True,pitch-only control arm = spec+guard main line
tq_off_s1,guard,tower,torque,robust_ti14,16.781,16.781,16.781,strict,tower,16.781,16.781,7.893,0.925,0.876,0.342,14.186,14.233,True,pitch-only control arm = spec+guard main line
tq_off_s1,guard,tower,torque,robust_ti22,15.316,15.316,15.316,strict,tower,15.316,15.316,1.612,0.896,0.889,0.397,-42.363,19.24,True,pitch-only control arm = spec+guard main line
tq_off_s1,guard,tower,torque,robust_u18,1.378,1.378,1.378,strict,tower,1.378,1.378,-0.165,0.876,0.864,0.0,23.184,23.185,True,pitch-only control arm = spec+guard main line
tq_off_s2,guard,tower,torque,heldout2_s78910,11.958,11.958,11.958,strict,tower,11.958,11.958,0.88,0.957,0.955,0.112,1.987,7.637,True,pitch-only control arm = spec+guard main line
tq_off_s2,guard,tower,torque,heldout600,13.976,13.976,13.976,strict,tower,13.976,13.976,2.263,0.993,0.995,0.116,1.319,1.322,True,pitch-only control arm = spec+guard main line
tq_off_s2,guard,tower,torque,heldout_s3456_ckpt_best,13.368,13.368,13.368,strict,tower,13.368,13.368,2.601,0.997,0.994,0.149,0.553,0.553,True,pitch-only control arm = spec+guard main line
tq_off_s2,guard,tower,torque,heldout_s3456_ckpt_last,-211.87,-211.87,-171.87,degraded,tower,5.795,5.795,-2.102,1.109,1.093,0.16,-23.155,-23.156,False,pitch-only control arm = spec+guard main line
tq_off_s2,guard,tower,torque,robust_ti14,12.796,12.796,12.796,strict,tower,12.796,12.796,3.649,0.995,0.984,0.157,0.807,0.811,True,pitch-only control arm = spec+guard main line
tq_off_s2,guard,tower,torque,robust_ti22,10.071,10.071,10.071,strict,tower,10.071,10.071,0.636,0.992,0.991,0.156,-11.665,1.465,True,pitch-only control arm = spec+guard main line
tq_off_s2,guard,tower,torque,robust_u18,4.654,4.654,4.654,strict,tower,4.654,4.654,-2.103,0.987,0.987,-0.003,2.574,2.573,True,pitch-only control arm = spec+guard main line
tq_off_s3,guard,tower,torque,heldout2_s78910,14.652,14.652,14.652,strict,tower,14.652,14.652,3.696,0.931,0.929,0.228,-2.382,12.116,True,pitch-only control arm = spec+guard main line
tq_off_s3,guard,tower,torque,heldout600,16.182,16.182,16.182,strict,tower,16.182,16.182,5.179,0.992,0.989,0.239,1.661,1.668,True,pitch-only control arm = spec+guard main line
tq_off_s3,guard,tower,torque,heldout_s3456_ckpt_best,16.668,16.668,16.668,strict,tower,16.668,16.668,6.123,0.989,0.986,0.305,2.218,2.216,True,pitch-only control arm = spec+guard main line
tq_off_s3,guard,tower,torque,heldout_s3456_ckpt_last,-13.358,-13.358,13.613,tol2,tower,13.613,13.613,6.748,1.013,0.987,0.668,-3.042,-3.032,False,pitch-only control arm = spec+guard main line
tq_off_s3,guard,tower,torque,robust_ti14,16.665,16.665,16.665,strict,tower,16.665,16.665,7.348,0.977,0.953,0.341,4.405,4.452,True,pitch-only control arm = spec+guard main line
tq_off_s3,guard,tower,torque,robust_ti22,21.911,21.911,21.911,strict,tower,21.911,21.911,1.833,0.946,0.956,0.395,-19.392,10.026,True,pitch-only control arm = spec+guard main line
tq_off_s3,guard,tower,torque,robust_u18,4.828,4.828,4.828,strict,tower,4.828,4.828,2.325,0.979,0.976,0.004,4.171,4.173,True,pitch-only control arm = spec+guard main line
tq_off_s4,guard,tower,torque,heldout2_s78910,10.965,10.965,10.965,strict,tower,10.965,10.965,1.956,0.953,0.957,0.186,-2.384,8.92,True,pitch-only control arm = spec+guard main line
tq_off_s4,guard,tower,torque,heldout600,11.99,11.99,11.99,strict,tower,11.99,11.99,2.511,0.982,0.982,0.198,3.643,3.652,True,pitch-only control arm = spec+guard main line
tq_off_s4,guard,tower,torque,heldout_s3456_ckpt_best,11.853,11.853,11.853,strict,tower,11.853,11.853,3.277,0.975,0.962,0.254,4.872,4.87,True,pitch-only control arm = spec+guard main line
tq_off_s4,guard,tower,torque,heldout_s3456_ckpt_last,3.978,3.978,3.978,strict,tower,3.978,3.978,5.715,0.976,0.955,0.183,4.275,4.275,True,pitch-only control arm = spec+guard main line
tq_off_s4,guard,tower,torque,robust_ti14,12.702,12.702,12.702,strict,tower,12.702,12.702,3.817,0.955,0.918,0.291,8.574,8.616,True,pitch-only control arm = spec+guard main line
tq_off_s4,guard,tower,torque,robust_ti22,12.576,12.576,12.576,strict,tower,12.576,12.576,0.127,0.942,0.939,0.366,-11.111,10.872,True,pitch-only control arm = spec+guard main line
tq_off_s4,guard,tower,torque,robust_u18,5.626,5.626,5.626,strict,tower,5.626,5.626,0.213,0.923,0.919,0.006,14.845,14.846,True,pitch-only control arm = spec+guard main line
tq_on3_s0,guard+torque,tower,torque,heldout_s3456_ckpt_best,7.561,7.561,7.561,strict,tower,7.561,7.561,2.967,0.975,0.974,0.064,4.985,4.984,True,"R2 torque residual, all guards + reshape fix"
tq_on3_s0,guard+torque,tower,torque,heldout_s3456_ckpt_last,6.942,6.942,6.942,strict,tower,6.942,6.942,5.297,0.884,0.861,0.074,11.559,21.888,True,"R2 torque residual, all guards + reshape fix"
tq_on3_s1,guard+torque,tower,torque,heldout_s3456_ckpt_best,3.266,3.266,3.266,strict,tower,3.266,3.266,2.28,0.986,0.984,0.051,2.836,2.835,True,"R2 torque residual, all guards + reshape fix"
tq_on3_s1,guard+torque,tower,torque,heldout_s3456_ckpt_last,-2.014,-2.014,-2.014,strict,tower,-2.014,-2.014,0.663,0.992,0.983,0.096,-3.341,1.989,True,"R2 torque residual, all guards + reshape fix"
tq_on3_s2,guard+torque,tower,torque,heldout_s3456_ckpt_best,6.768,6.768,6.768,strict,tower,6.768,6.768,0.986,0.981,0.968,0.066,3.684,3.684,True,"R2 torque residual, all guards + reshape fix"
tq_on3_s2,guard+torque,tower,torque,heldout_s3456_ckpt_last,6.768,6.768,6.768,strict,tower,6.768,6.768,0.986,0.981,0.968,0.066,3.684,3.684,True,"R2 torque residual, all guards + reshape fix"
tq_on3_s3,guard+torque,tower,torque,heldout_s3456_ckpt_best,2.074,2.074,2.074,strict,tower,2.074,2.074,2.626,0.963,0.954,0.061,7.125,7.126,True,"R2 torque residual, all guards + reshape fix"
tq_on3_s3,guard+torque,tower,torque,heldout_s3456_ckpt_last,-94.975,-94.975,-54.975,degraded,tower,-7.661,-7.661,-4.567,1.044,1.026,0.064,-9.23,-9.233,False,"R2 torque residual, all guards + reshape fix"
tq_on3_s4,guard+torque,tower,torque,heldout_s3456_ckpt_best,0.902,0.902,0.902,strict,tower,0.902,0.902,1.469,0.938,0.927,-0.005,11.848,11.849,True,"R2 torque residual, all guards + reshape fix"
tq_on3_s4,guard+torque,tower,torque,heldout_s3456_ckpt_last,-10.042,-10.042,-10.042,strict,tower,-10.042,-10.042,-1.442,0.992,0.965,0.041,0.664,0.676,True,"R2 torque residual, all guards + reshape fix"
mpc,LPV-MPC,tower,mpc,heldout2W_N20q1r0.02qt0w0.35,-22.111,-22.111,-22.111,strict,tower,-22.111,-22.111,-3.105,0.907,1.067,-0.322,3.232,-10.34,True,"deterministic, n=1"
mpc,LPV-MPC,tower,mpc,heldoutW_N20q1r0.02qt0w0.35,-17.637,-17.637,-17.637,strict,tower,-17.637,-17.637,-0.707,0.912,0.966,-0.303,7.521,4.244,True,"deterministic, n=1"
mpc,LPV-MPC,tower,mpc,heldout_s3456_N20q1r0.02qt0w0.35,-116.205,-116.205,-76.205,degraded,tower,-17.637,-17.637,-0.707,1.049,1.085,-0.303,-409.43,-34.352,False,"deterministic, n=1"
mpc,LPV-MPC,tower,mpc,robust_ti14_N20q1r0.02qt0w0.35,-8.846,-8.846,-8.846,strict,tower,-8.846,-8.846,-0.729,0.905,0.846,-0.333,11.309,20.809,True,"deterministic, n=1"
mpc,LPV-MPC,tower,mpc,robust_ti22_N20q1r0.02qt0w0.35,-27.147,-27.147,-27.147,strict,tower,-27.147,-27.147,-1.148,0.853,0.786,-0.279,4.292,28.166,True,"deterministic, n=1"
mpc,LPV-MPC,tower,mpc,robust_u18_N20q1r0.02qt0w0.35,-56.082,-56.082,-56.082,strict,tower,-56.082,-56.082,0.945,0.641,0.678,-0.177,51.765,51.759,True,"deterministic, n=1"
mpc,LPV-MPC,tower,mpc,tune2_s12_N20q1r0.01qt0.3,-39485.467,-39485.467,-39445.467,degraded,tower,-114.06,-114.06,-51.121,19.984,119.848,71.14,-1006364.621,-1018153.292,False,"deterministic, n=1"
mpc,LPV-MPC,tower,mpc,tune2_s12_N20q1r0.01qt0,-1312.773,-1312.773,-1272.773,degraded,tower,-244.811,-244.811,-19.953,1.534,1.513,-0.17,-520.672,-146.5,False,"deterministic, n=1"
mpc,LPV-MPC,tower,mpc,tune2_s12_N20q1r0.01qt1,-37745.642,-37745.642,-37705.642,degraded,tower,-71.925,-71.925,-21.492,19.124,125.497,72.264,-1012002.521,-1088060.877,False,"deterministic, n=1"
mpc,LPV-MPC,tower,mpc,tune2_s12_N20q1r0.03qt0.3,-39121.201,-39121.201,-39081.201,degraded,tower,-95.928,-95.928,-61.63,19.81,120.528,71.221,-1007069.547,-1025916.635,False,"deterministic, n=1"
mpc,LPV-MPC,tower,mpc,tune2_s12_N20q1r0.03qt0,-124.491,-124.491,-84.491,degraded,tower,0.768,0.768,3.039,1.063,1.142,-0.345,-405.083,-35.202,False,"deterministic, n=1"
mpc,LPV-MPC,tower,mpc,tune2_s12_N20q1r0.03qt1,-37743.057,-37743.057,-37703.057,degraded,tower,-71.28,-71.28,-21.458,19.123,125.497,72.266,-1012025.105,-1088071.601,False,"deterministic, n=1"
mpc,LPV-MPC,tower,mpc,tune2_s12_N20q1r0.1qt0.3,-38029.242,-38029.242,-37989.242,degraded,tower,-76.381,-76.381,-4.03,19.271,123.491,71.546,-1008510.047,-1061215.09,False,"deterministic, n=1"
mpc,LPV-MPC,tower,mpc,tune2_s12_N20q1r0.1qt0,-387.881,-387.881,-347.881,degraded,tower,13.437,13.437,9.645,1.201,1.296,-0.393,-438.128,-69.774,False,"deterministic, n=1"
mpc,LPV-MPC,tower,mpc,tune2_s12_N20q1r0.1qt1,-37737.917,-37737.917,-37697.917,degraded,tower,-72.443,-72.443,-21.451,19.12,125.503,72.274,-1012083.758,-1088152.679,False,"deterministic, n=1"
mpc,LPV-MPC,tower,mpc,tune3_s12_N20q1r0.02qt0w0.25,-51.719,-51.719,-11.719,degraded,tower,-8.944,-8.944,2.705,1.021,1.088,-0.307,-395.583,-24.381,False,"deterministic, n=1"
mpc,LPV-MPC,tower,mpc,tune3_s12_N20q1r0.02qt0w0.35,-7.078,-7.078,-7.078,strict,tower,-7.078,-7.078,-1.198,0.988,1.078,-0.306,-392.94,-20.104,True,"deterministic, n=1"
mpc,LPV-MPC,tower,mpc,tune3_s12_N20q1r0.03qt0w0.25,-124.491,-124.491,-84.491,degraded,tower,0.768,0.768,3.039,1.063,1.142,-0.345,-405.083,-35.202,False,"deterministic, n=1"
mpc,LPV-MPC,tower,mpc,tune3_s12_N20q1r0.03qt0w0.35,-45.872,-45.872,-5.872,degraded,tower,6.244,6.244,1.164,1.026,1.131,-0.343,-402.189,-30.193,False,"deterministic, n=1"
mpc,LPV-MPC,tower,mpc,tune3_s12_N20q1r0.05qt0w0.25,-224.028,-224.028,-184.028,degraded,tower,8.906,8.906,6.174,1.116,1.209,-0.366,-420.632,-49.705,False,"deterministic, n=1"
mpc,LPV-MPC,tower,mpc,tune3_s12_N20q1r0.05qt0w0.35,-145.174,-145.174,-105.174,degraded,tower,12.53,12.53,9.083,1.079,1.198,-0.369,-417.257,-44.342,False,"deterministic, n=1"
mpc,LPV-MPC,tower,mpc,tune_s12_N20q1r0.003,-243.324,-243.324,-243.324,strict,tower,-243.324,-243.324,-45.118,1.0,nan,0.226,nan,nan,True,"deterministic, n=1"
mpc,LPV-MPC,tower,mpc,tune_s12_N20q1r0.01,-3182.769,-3182.769,-3142.769,degraded,tower,-164.835,-164.835,-24.924,2.509,2.823,0.222,-724.109,-728.363,False,"deterministic, n=1"
mpc,LPV-MPC,tower,mpc,tune_s12_N20q1r0.03,-4153.149,-4153.149,-4113.149,degraded,tower,-134.518,-134.518,-21.885,3.009,3.369,0.273,-1058.421,-1064.293,False,"deterministic, n=1"
mpc,LPV-MPC,tower,mpc,tune_s12_N20q1r0.1,-5576.064,-5576.064,-5536.064,degraded,tower,-114.336,-114.336,-20.078,3.731,3.966,0.279,-1545.08,-1553.644,False,"deterministic, n=1"
mpc,LPV-MPC,tower,mpc,tune_s12_N20q1r0.3,-5248.508,-5248.508,-5208.508,degraded,tower,-61.797,-61.797,-19.822,3.593,3.721,0.188,-1373.297,-1377.412,False,"deterministic, n=1"
mpc,LPV-MPC,tower,mpc,tune_s12_N20q1r1,-1678.514,-1678.514,-1638.514,degraded,tower,3.559,3.559,-0.108,1.841,1.866,0.137,-243.77,-243.907,False,"deterministic, n=1"
mpc600,LPV-MPC,tower,mpc600,heldout600W_N20q1r0.02qt0w0.35,-59.061,-59.061,-19.061,degraded,tower,-3.619,-3.619,0.743,1.028,1.019,-0.238,7.697,-2.476,False,600 s window
mpc600s,LPV-MPC,tower,mpc600s,win150_on600bank_N20q1r0.02qt0w0.35,-12.775,-12.775,-12.775,strict,tower,-12.775,-12.775,0.893,0.927,1.094,-0.36,-2.219,-14.158,True,150 s window on the 600 s bank
